sample	chromosome	start	end	probes	log2
43	15	98810000	102390000	178	0.0013
43	16	90000	4650000	224	-0.4712
43	16	4670000	10350000	281	0.2991
43	16	10370000	12150000	89	0259
43	16	12170000	14430000	112	0.296
43	16	14450000	16730000	68	0.718
43	16	16850000	18790000	68	0.2124
43	16	18810000	23990000	228	0002
43	16	24010000	25010000	50	0.2173
43	16	25030000	26730000	86	-0.1454
43	16	26750000	30190000	138	0.0769
43	16	30350000	31950000	81	-0.3593
43	16	32410000	33430000	7	1.4693
43	16	33450000	47690000	100	0.3179
43	16	47710000	48770000	54	-0.0823
43	16	48790000	49330000	28	-0.8184
43	16	49350000	51770000	121	-0.4626
43	16	51790000	53130000	68	-0.7824
43	16	53150000	53510000	19	0.1419
43	16	53530000	57110000	176	-0029
43	16	57130000	58830000	86	0.1915
43	16	58850000	66370000	377	-0.1182
43	16	66390000	70850000	217	0.2394
43	16	70890000	71190000	16	-1.3805
43	16	71210000	76690000	271	0.109
43	16	76710000	83950000	361	-0.1442
43	16	83970000	89390000	268	0.0521
43	16	89410000	89490000	5	-167
43	16	89510000	90150000	33	-0.025
43	17	10000	9490000	467	0.1029
43	17	9510000	15870000	311	-0.0788
43	17	15890000	31130000	533	0.225
43	17	31150000	32670000	77	-0.2599
43	17	32690000	33610000	45	-0.0019
43	17	33630000	49390000	732	0.2331
43	17	49410000	54910000	275	-0.2034
43	17	54930000	56490000	78	0.4478
43	17	56510000	59270000	133	0.7662
43	17	59290000	59670000	20	0.3514
43	17	59690000	60670000	48	0.9583
43	17	60690000	62390000	85	0239
43	17	62470000	62750000	15	0.9689
43	17	62770000	65690000	142	0035
43	17	65710000	66270000	29	0.9437
43	17	66290000	80890000	720	0.459
43	17	80910000	81150000	13	-0.0044
43	18	70000	2490000	120	0.262
43	18	2510000	3690000	60	0.6309
43	18	3710000	8450000	237	0.1975
43	18	8470000	12530000	202	0.3978
43	18	12550000	13330000	40	1.1084
43	18	13350000	15190000	69	0.219
43	18	18550000	22030000	173	0.4899
43	18	22050000	27270000	262	0.2448
43	18	27290000	35230000	396	-0772
43	18	35250000	43150000	394	-0.8427
43	18	43170000	48570000	267	-0034
43	18	48590000	50210000	82	-0.8884
43	18	50230000	78010000	1370	-0.09
43	19	270000	6590000	316	-0.3629
43	19	6610000	9090000	110	0.6748
43	19	9110000	12890000	188	-0.2364
43	19	12910000	19450000	328	0.1781
43	19	19470000	20490000	52	0.9514
43	19	20510000	23990000	127	0.324
43	19	24010000	32850000	242	-0.0889
43	19	32870000	33930000	54	0.9561
43	19	33950000	59090000	1234	0.1683
43	20	70000	2870000	140	-0.0205
43	20	2890000	6110000	162	0.229
43	20	6130000	9610000	173	-0.0189
43	20	9630000	19790000	507	-0431
43	20	19810000	25990000	304	0.0117
43	20	26090000	36110000	330	0.3389
43	20	36130000	37730000	81	0.1715
43	20	37750000	42030000	215	-0.0584
43	20	42050000	49670000	381	0.2105
43	20	49690000	58390000	434	-0.4121
43	20	58410000	58490000	5	1.0776
43	20	58510000	59890000	70	-0.6529
43	20	59910000	62890000	144	-0.2668
43	21	9430000	14950000	40	-0.1455
43	21	15070000	15190000	5	-4.6682
43	21	15210000	19210000	198	0.0513
43	21	19230000	34670000	766	-0622
43	21	34710000	35270000	29	0.7053
43	21	35290000	45030000	483	-054
43	21	45050000	48090000	150	0.0515
43	22	16930000	17270000	14	-0.2517
43	22	17290000	17650000	17	0825
43	22	17670000	18190000	26	0.9959
43	22	18210000	33030000	679	0.4774
43	22	33050000	35410000	119	0.1595
43	22	35430000	40770000	268	0548
43	22	40790000	43950000	159	0.2008
43	22	43970000	46470000	126	-0.4429
43	22	46490000	47230000	38	0.0791
43	22	47250000	51170000	191	-0545
43	23	70000	8610000	399	-033
43	23	8630000	32650000	1189	-1.4911
43	23	32670000	33330000	34	-4.7636
43	23	33350000	77390000	1919	-1.4576
43	23	77410000	99730000	976	-1.7354
43	23	99750000	100890000	58	-0.9929
43	23	100910000	105850000	234	-1696
43	23	105870000	106670000	41	-0.7257
43	23	106690000	117050000	509	-1.6079
43	23	117070000	119770000	131	-1.1069
43	23	119790000	122510000	132	-1.7472
43	23	122530000	123710000	60	-0.9497
43	23	123730000	128570000	241	-1.9061
43	23	128590000	134650000	299	-1.4188
43	23	134670000	147650000	622	-0.7457
43	23	147670000	147970000	16	-2.0297
43	23	147990000	155230000	325	-0.6391
43	24	2670000	59030000	596	-4.9619
45	1	750000	1210000	23	0.4473
45	1	1230000	4270000	139	-0.3613
45	1	4290000	5710000	70	-0.6456
45	1	5730000	14090000	377	-0.3281
45	1	14110000	15370000	64	-0.6618
45	1	15390000	16850000	73	-0.2719
45	1	16930000	17270000	10	1.0137
45	1	17290000	24250000	347	-0.3249
45	1	24270000	24350000	5	-4.6383
45	1	24370000	25690000	66	-0.4623
45	1	25710000	34050000	407	-0.296
45	1	34070000	35350000	65	-0.6669
45	1	35370000	38870000	175	-0.3054
45	1	38890000	39330000	23	-0.7003
45	1	39370000	39650000	15	1.0193
45	1	39670000	39990000	17	0.2574
45	1	40010000	48390000	414	0662
45	1	48410000	50930000	127	0.3334
45	1	50950000	53450000	126	0.7643
45	1	53470000	55690000	112	0.6105
45	1	55710000	100310000	2210	0.4506
45	1	100330000	100750000	22	1.0633
45	1	100770000	109170000	391	0.4215
45	1	109190000	109810000	31	1.0359
45	1	109830000	121290000	542	0.4872
45	1	121310000	150250000	126	0.9524
45	1	150270000	150690000	22	1.6745
45	1	150710000	151010000	16	1.2614
45	1	151030000	151490000	24	1771
45	1	151510000	153310000	91	0.77
45	1	153330000	156250000	147	1.1208
45	1	156270000	156470000	11	1812
45	1	156490000	157070000	30	1.0901
45	1	157090000	161350000	213	0.8585
45	1	161370000	161610000	10	0.1175
45	1	161650000	178070000	818	0.9154
45	1	178090000	181170000	155	1.1233
45	1	181190000	196710000	776	0.962
45	1	196730000	196830000	5	-2.9791
45	1	196850000	201950000	254	0.9894
45	1	201970000	234550000	1577	1.2867
45	1	234570000	234810000	13	1.8156
45	1	234830000	235150000	16	1.184
45	1	235170000	235650000	23	1.772
45	1	235670000	247490000	580	1.2853
45	1	247510000	249210000	72	0.9675
45	2	30000	7910000	385	-0.0288
45	2	7930000	11770000	193	0.2751
45	2	11790000	23470000	578	0.0741
45	2	23490000	28750000	263	0.2631
45	2	28770000	29050000	15	0.9679
45	2	29070000	32030000	149	0.0361
45	2	32050000	32910000	41	0.6221
45	2	32930000	38150000	259	0.1172
45	2	38170000	39610000	73	0.6061
45	2	39630000	42030000	121	-0.0199
45	2	42050000	47370000	267	0.238
45	2	47390000	55390000	399	0.8033
45	2	55410000	55990000	30	1.2433
45	2	56010000	61110000	255	0.6692
45	2	61130000	61810000	35	1.2818
45	2	61830000	63510000	83	0.9428
45	2	63530000	65810000	114	0.8307
45	2	65830000	68270000	122	0909
45	2	68290000	75030000	336	0.8181
45	2	75050000	82010000	347	0.6259
45	2	82030000	90110000	307	0.7895
45	2	90230000	96250000	49	0.66
45	2	96330000	204430000	5200	0.1561
45	2	204450000	218990000	725	-0.4933
45	2	219010000	219190000	10	0.4901
45	2	219210000	243050000	1178	-0.4497
45	3	70000	9690000	479	-0.443
45	3	9710000	10130000	22	0.8915
45	3	10150000	44290000	1701	-0.3382
45	3	44310000	53070000	436	-0.1684
45	3	53090000	53290000	11	1.6132
45	3	53310000	56550000	163	-0.4179
45	3	56570000	58470000	95	-0.0134
45	3	58490000	75610000	850	-0.3971
45	3	75630000	75790000	8	-4.03
45	3	75810000	90230000	718	-0.3722
45	3	90250000	102150000	431	0.2122
45	3	102170000	103230000	54	-0.3063
45	3	103250000	104530000	65	0.1706
45	3	104550000	115630000	554	-0.3093
45	3	115650000	118770000	156	-0849
45	3	118790000	140610000	1081	-0.2759
45	3	140630000	142770000	106	0.0042
45	3	142790000	197850000	2737	-0.346
45	4	50000	48670000	2399	-0.4953
45	4	48690000	48770000	5	-4.3565
45	4	48790000	56110000	187	-0873
45	4	56130000	57890000	89	-0.1388
45	4	57910000	68130000	505	-0135
45	4	68150000	70110000	98	-0.1308
45	4	70130000	70230000	6	-4738
45	4	70250000	190150000	5951	-0.4216
45	4	190170000	191030000	40	-0.9505
45	5	30000	13770000	683	0.8033
45	5	13790000	36930000	1128	0.9214
45	5	36950000	37550000	31	1.3372
45	5	37570000	45890000	416	0.8864
45	5	49570000	64610000	749	-0.8744
45	5	64630000	65470000	42	-0.1947
45	5	65490000	67130000	83	-0.9714
45	5	67150000	138090000	3437	-0.434
45	5	138110000	138290000	10	-4.2802
45	5	138310000	139590000	62	-0.3282
45	5	139610000	139910000	16	0.4951
45	5	139930000	149150000	460	-0.4919
45	5	149170000	149430000	14	0522
45	5	149450000	151290000	92	-0.3346
45	5	151310000	175330000	1192	-0158
45	5	175350000	180710000	240	-0.3296
45	6	170000	190000	2	-5
45	6	210000	19250000	949	0.8355
45	6	19270000	33470000	689	0173
45	6	33490000	44090000	525	0.8467
45	6	44110000	55910000	587	0.6706
45	6	55930000	57290000	68	0.8511
45	6	57310000	73730000	643	0.0872
45	6	73750000	74350000	29	0.946
45	6	74370000	87610000	660	0.041
45	6	87630000	88530000	46	0.4464
45	6	88550000	89310000	39	0.0985
45	6	89330000	90650000	67	0.4945
45	6	90670000	107030000	806	-0.0116
45	6	107050000	107330000	15	1.9614
45	6	107350000	119970000	629	0.0387
45	6	119990000	120530000	28	-0558
45	6	120550000	159250000	1916	-0.0136
45	6	159270000	170890000	571	0.3597
45	7	50000	50350000	2484	0.1805
45	7	50430000	50810000	20	1.1512
45	7	50830000	54730000	196	0.1186
45	7	54750000	55630000	45	0.3875
45	7	55650000	56790000	54	0.7972
45	7	56810000	64350000	93	0151
45	7	64370000	66550000	95	0.7861
45	7	66570000	71870000	263	0.3718
45	7	71890000	76050000	142	0.6459
45	7	76070000	97590000	1042	0.382
45	7	97610000	103190000	259	0678
45	7	103210000	142430000	1937	0.3886
45	7	142450000	150570000	375	0.2447
45	7	150590000	151870000	65	0.4971
45	7	151890000	152110000	12	1.0683
45	7	152130000	152870000	36	0.4602
45	7	152890000	159110000	299	0.2404
45	8	190000	1610000	72	-0.8787
45	8	1630000	43410000	2001	-0.4672
45	8	47030000	47350000	8	0.3772
45	8	47470000	67290000	976	1.001
45	8	67310000	68130000	42	1.7055
45	8	68150000	95330000	1341	1.0055
45	8	95350000	96170000	42	1.3526
45	8	96190000	98490000	115	0.8688
45	8	98510000	102610000	204	1.1592
45	8	102630000	103210000	30	0.8117
45	8	103230000	105650000	121	1.1955
45	8	105670000	124010000	915	1.0131
45	8	124030000	124830000	41	1.3181
45	8	124850000	128610000	188	1.0671
45	8	128630000	128910000	15	148
45	8	128930000	140590000	580	0.8975
45	8	140610000	141530000	46	1.0733
45	8	141550000	146290000	225	0503
45	9	210000	32890000	1623	0.4306
45	9	32910000	34710000	88	0.8085
45	9	34730000	69830000	218	072
45	9	71030000	79790000	435	-0.4676
45	9	79810000	80030000	11	0.3325
45	9	80050000	86250000	309	-0734
45	9	86270000	86710000	23	0.2137
45	9	86730000	114250000	1344	-0.4575
45	9	114270000	114530000	14	0.7031
45	9	114550000	117410000	143	-0.3731
45	9	117430000	123070000	281	-0.6173
45	9	123090000	141070000	879	-0.3235
45	10	110000	11350000	559	0.3217
45	10	11370000	11690000	17	0249
45	10	11710000	12350000	33	0.9061
45	10	12370000	20170000	366	0.4323
45	10	20190000	20330000	8	-0.4225
45	10	20350000	32910000	627	0.4943
45	10	32930000	34970000	103	0.3217
45	10	34990000	35330000	18	1.4431
45	10	35350000	44030000	229	0.4482
45	10	44050000	69570000	1108	0.1346
45	10	69590000	70750000	59	036
45	10	70790000	73410000	131	0.2153
45	10	73430000	77330000	192	0.4356
45	10	77350000	79170000	91	1.2822
45	10	79190000	80490000	65	1559
45	10	80510000	81110000	30	2.9049
45	10	81130000	88010000	333	-0415
45	10	88030000	89630000	64	-0.1725
45	10	89650000	89730000	5	-4.3337
45	10	89750000	90290000	28	-0.6864
45	10	90310000	106630000	813	-0.3468
45	10	106650000	114770000	406	-089
45	10	114790000	115190000	21	-4.7228
45	10	115210000	135430000	991	-0.4659
45	11	210000	530000	17	-0.4943
45	11	550000	890000	18	0417
45	11	910000	18350000	852	-0.3977
45	11	18370000	18490000	7	0.9318
45	11	18510000	43590000	1248	-0101
45	11	43610000	51550000	326	0916
45	11	55050000	55490000	23	1.0591
45	11	55510000	78350000	1120	-0.3285
45	11	78370000	89350000	541	-0261
45	11	89370000	89910000	11	0.4717
45	11	89930000	100790000	535	-0461
45	11	100810000	102970000	108	-0.2939
45	11	102990000	103190000	11	0763
45	11	103210000	121110000	893	-0.419
45	11	121130000	134930000	690	-0694
45	12	170000	34410000	1695	0273
45	12	34450000	40570000	114	-0.3827
45	12	40590000	40950000	19	0.2578
45	12	40970000	48270000	365	-0.4388
45	12	48290000	58310000	497	-0.2565
45	12	58330000	76250000	890	-0.4713
45	12	76270000	76570000	16	0.6074
45	12	76590000	97570000	1044	-0.4363
45	12	97590000	98790000	61	0.1689
45	12	98810000	109990000	556	0.4119
45	12	110010000	113450000	172	0.6242
45	12	113470000	121730000	412	0.4082
45	12	121750000	122030000	15	0.6485
45	12	122050000	122330000	15	1.1535
45	12	122350000	124350000	98	0.6717
45	12	124370000	125670000	65	0293
45	12	125690000	133490000	380	0.2297
45	12	133510000	133670000	9	-4.7437
45	12	133690000	133830000	8	0.4608
45	13	19270000	22170000	146	-0.019
45	13	22190000	50570000	1412	-0.2601
45	13	50590000	50670000	5	-3.87
45	13	50690000	115090000	3169	-0.3139
45	14	19090000	30970000	544	-0.4872
45	14	30990000	32730000	88	-0.1107
45	14	32750000	34850000	105	-0732
45	14	34870000	36350000	75	-0.0123
45	14	36370000	50010000	679	-0491
45	14	50030000	51130000	56	-0.003
45	14	51150000	68190000	849	-0.4259
45	14	68210000	69350000	58	0.4736
45	14	69370000	72730000	168	-0.4709
45	14	72750000	72830000	5	-5
45	14	72850000	78290000	273	-0.272
45	14	78310000	80630000	117	-0.6906
45	14	80650000	85450000	241	-0.3805
45	14	85470000	88790000	166	-0.6469
45	14	88810000	89030000	12	-0.3242
45	14	89050000	89170000	7	0684
45	14	89190000	94750000	276	-0.3422
45	14	94770000	96770000	99	-0566
45	14	96790000	97110000	17	0.0356
45	14	97130000	99650000	127	-0728
45	14	99670000	106870000	357	-0.33
45	14	106890000	107270000	20	-0.7391
45	15	20070000	22590000	36	0.0198
45	15	22750000	34670000	490	-0.883
45	15	34730000	34810000	5	-4.0995
45	15	34870000	40210000	267	-0.9711
45	15	40230000	45270000	247	-0235
45	15	45290000	48410000	156	-1.0599
45	15	48430000	52970000	227	-021
45	15	52990000	55450000	123	-1.1109
45	15	55470000	60350000	242	-0.6821
45	15	60370000	62130000	89	-1.0497
45	15	62150000	62330000	10	0.395
45	15	62350000	64930000	129	-0.7792
45	15	64950000	79190000	708	0.3384
45	15	79210000	89450000	467	0.1504
45	15	89470000	91630000	109	0.4181
45	15	91650000	102390000	535	0.1655
45	16	90000	34210000	1445	0.4969
45	16	34230000	47750000	90	0.2436
45	16	47770000	56850000	450	0.0621
45	16	56870000	58970000	106	0.3003
45	16	58990000	66730000	388	-0.0157
45	16	66750000	69230000	125	0.2186
45	16	69250000	70570000	60	0.845
45	16	70590000	70830000	13	0.1497
45	16	70850000	71190000	17	-1.1564
45	16	71210000	72110000	45	0.2796
45	16	72130000	74010000	95	-0.017
45	16	74030000	74910000	42	0.2863
45	16	74930000	75450000	27	0.8043
45	16	75470000	79090000	182	-0.0273
45	16	79110000	79190000	5	-1241
45	16	79210000	80270000	54	-0.2168
45	16	80290000	81970000	83	0.1005
45	16	81990000	83930000	98	-0.1516
45	16	83950000	86150000	110	0.1972
45	16	86170000	87250000	54	-0.0499
45	16	87270000	90150000	143	0.1875
45	17	10000	10670000	526	-0.3135
45	17	10690000	15370000	235	-0302
45	17	15390000	27410000	370	-0.2073
45	17	27430000	27750000	17	0.8358
45	17	27770000	30830000	149	-0.0269
45	17	30850000	33570000	134	-0274
45	17	33590000	42250000	410	-0.1956
45	17	42270000	42450000	10	0.8277
45	17	42470000	49410000	315	-0.168
45	17	49430000	56510000	353	-0.4605
45	17	56530000	67410000	528	-0.1192
45	17	67430000	79390000	590	-0.3306
45	17	79410000	79810000	19	1.041
45	17	79830000	81150000	67	-0.4597
45	18	70000	2670000	129	-0.8948
45	18	2690000	2770000	5	0.6104
45	18	2790000	3890000	56	-0.6665
45	18	3910000	8710000	240	-1.021
45	18	8730000	14090000	267	-0.7665
45	18	14110000	23890000	297	-0.379
45	18	23910000	23990000	5	-3594
45	18	24010000	33970000	497	-0.4328
45	18	33990000	34310000	17	0.4382
45	18	34330000	43090000	437	-0.6221
45	18	43110000	67970000	1229	-0.4366
45	18	67990000	78010000	493	-0666
45	19	270000	20510000	995	-0.2628
45	19	20590000	20710000	7	-4.2465
45	19	20730000	28350000	136	-0.0294
45	19	28370000	32570000	211	0.4117
45	19	32590000	39410000	338	0.629
45	19	39430000	40010000	30	1.0394
45	19	40030000	55210000	741	0952
45	19	55230000	55370000	8	-145
45	19	55390000	59090000	185	0.4746
45	20	70000	230000	9	0.3367
45	20	250000	510000	14	1.0291
45	20	530000	2390000	93	0.3021
45	20	2410000	3010000	31	0.8956
45	20	3030000	3990000	49	0692
45	20	4010000	13490000	473	0.3148
45	20	13510000	14170000	34	0.6794
45	20	14190000	24910000	535	0.2923
45	20	24930000	25310000	20	0.9421
45	20	25330000	34250000	267	0095
45	20	34270000	34470000	11	1.351
45	20	34490000	37430000	146	0702
45	20	37450000	42010000	229	0.2333
45	20	42030000	48090000	303	0.4425
45	20	48110000	48770000	34	1.0335
45	20	48790000	48990000	11	1.4094
45	20	49010000	49450000	23	1.0242
45	20	49470000	62890000	664	0.3928
45	21	9430000	9930000	11	-3.3113
45	21	10430000	14950000	29	0.3841
45	21	15070000	15190000	5	-3.8549
45	21	15210000	17410000	109	0.1541
45	21	17430000	17890000	24	-1.1753
45	21	17910000	27270000	465	0.2362
45	21	27290000	27510000	12	-1.4422
45	21	27530000	48090000	1016	0.2241
45	22	16930000	17270000	14	-0.2434
45	22	17290000	33030000	722	0.3469
45	22	33050000	35670000	132	0.1075
45	22	35690000	38250000	129	0.4396
45	22	38270000	38530000	14	1.1409
45	22	38550000	43450000	246	0.4521
45	22	43470000	43810000	18	0.9272
45	22	43830000	46530000	136	0.4085
45	22	46550000	51170000	226	0.2942
45	23	70000	5610000	252	-0.3563
45	23	5630000	40510000	1723	-052
45	23	40530000	41810000	65	-0.1379
45	23	41830000	43570000	88	-0.7356
45	23	43590000	46830000	163	-0.3781
45	23	46850000	47370000	26	0687
45	23	47390000	56010000	376	-0.4358
45	23	56030000	67330000	366	-0.728
45	23	67350000	77550000	490	-0085
45	23	77570000	105850000	1260	-0.7505
45	23	105870000	107890000	102	-0.4977
45	23	107910000	140550000	1594	-1.2584
45	23	140690000	140770000	5	-4.69
45	23	140790000	155230000	675	-1.3351
45	24	2670000	59030000	596	-4.9653
46	1	750000	16850000	746	-0.7642
46	1	16930000	17050000	6	0.9235
46	1	17210000	21010000	190	-0.7819
46	1	21030000	22310000	65	-0.4897
46	1	22330000	24250000	96	-0.7427
46	1	24270000	24350000	5	-5
46	1	24370000	33830000	462	-0.6932
46	1	33850000	35110000	64	-0.9662
46	1	35130000	47850000	629	-0.6994
46	1	47870000	50850000	150	-0.9934
46	1	50870000	55890000	252	-0958
46	1	55910000	62110000	310	-0.9615
46	1	62130000	68190000	303	-0.7285
46	1	68210000	84530000	801	-0.9487
46	1	84550000	90530000	300	-0.7192
46	1	90550000	90990000	23	-1.425
46	1	91010000	95170000	207	-0.6259
46	1	95190000	100110000	247	-0.9416
46	1	100130000	101730000	80	-0622
46	1	101750000	103330000	79	-1.1237
46	1	103350000	103550000	11	0.0796
46	1	103570000	108270000	217	-0.9999
46	1	108290000	121150000	601	-0.7574
46	1	121170000	147370000	92	0.956
46	1	147390000	149850000	22	0.3805
46	1	149870000	151870000	100	1.2362
46	1	151890000	153370000	75	0.8204
46	1	153390000	156470000	155	1.2243
46	1	156490000	178030000	1069	0.9857
46	1	178050000	180810000	139	1.2132
46	1	180830000	182410000	79	0.997
46	1	182430000	184910000	125	0.6831
46	1	184930000	199650000	736	1.0332
46	1	199670000	205530000	292	1.1662
46	1	205550000	222710000	823	1.0315
46	1	222730000	227650000	235	1.1601
46	1	227670000	235150000	369	1.0329
46	1	235170000	235430000	12	1.6633
46	1	235450000	248090000	621	1.052
46	1	248110000	248630000	26	0.6243
46	1	248690000	249210000	16	-0.124
46	2	30000	8130000	396	-0.0076
46	2	8150000	12030000	195	0.2729
46	2	12050000	20070000	397	-0.0064
46	2	20090000	21530000	72	0.2539
46	2	21550000	23470000	96	-0.1275
46	2	23490000	29410000	296	0.2086
46	2	29430000	32090000	134	0.0046
46	2	32110000	32930000	39	0533
46	2	32950000	33870000	46	0.1816
46	2	33890000	36530000	132	-0.0855
46	2	36550000	37550000	50	0.3282
46	2	37570000	38430000	44	0.0038
46	2	38450000	39870000	72	0.3255
46	2	39890000	42110000	112	-0.0414
46	2	42130000	48910000	340	0.2233
46	2	48930000	53910000	249	-0.0161
46	2	53930000	55930000	100	0.3196
46	2	55950000	60970000	251	-0.0581
46	2	60990000	62110000	56	0.4809
46	2	62130000	65870000	186	0.1936
46	2	65890000	68290000	120	-0.1206
46	2	68310000	75950000	381	0.1669
46	2	75970000	84730000	436	-0.0475
46	2	84750000	90110000	172	0.2082
46	2	90230000	91810000	5	1.8744
46	2	91930000	103010000	347	0.1784
46	2	103030000	108970000	285	0.0349
46	2	108990000	114710000	206	0.2015
46	2	114730000	119810000	251	-0.0938
46	2	119830000	122710000	143	0.2769
46	2	122730000	127470000	237	-0.0817
46	2	127490000	129130000	81	0.2999
46	2	129150000	130570000	71	0.0231
46	2	130590000	132410000	66	0.3163
46	2	132430000	135810000	156	0.0388
46	2	135830000	136770000	48	0.3663
46	2	136790000	159770000	1135	0.0433
46	2	159790000	160930000	58	0.3572
46	2	160950000	165370000	221	0.0818
46	2	165390000	167430000	103	0.2612
46	2	167450000	168030000	29	-0.2029
46	2	168050000	170310000	112	0.1442
46	2	170330000	170910000	30	0309
46	2	170930000	179390000	421	0.1791
46	2	179410000	179490000	5	4.1787
46	2	179510000	201670000	1104	0.0866
46	2	201690000	201970000	15	0893
46	2	201990000	203050000	54	0.1996
46	2	203070000	204470000	68	0.4654
46	2	204490000	243050000	1911	0.1024
46	3	70000	8610000	426	-0.4127
46	3	8630000	15930000	364	-0.2007
46	3	15950000	31610000	779	-0.4267
46	3	31630000	33910000	115	-0.1366
46	3	33930000	44290000	518	-0.3492
46	3	44310000	58730000	718	-0.198
46	3	58750000	75570000	835	-0.3967
46	3	75590000	75770000	9	-3.8053
46	3	75790000	118770000	1979	-0.3602
46	3	118790000	129930000	551	-0.185
46	3	129950000	132090000	107	-0.3846
46	3	132110000	132430000	17	0.1807
46	3	132450000	140650000	408	-0.3143
46	3	140670000	142790000	105	-0.107
46	3	142810000	162510000	983	-0.338
46	3	162530000	162610000	5	-5
46	3	162630000	197850000	1748	-0.3004
46	4	50000	9150000	444	0.2044
46	4	9170000	9410000	5	-3.0086
46	4	9430000	24410000	742	-0.0435
46	4	24430000	38990000	726	0.0797
46	4	39010000	40130000	57	0369
46	4	40150000	187830000	7150	0.0882
46	4	187850000	191030000	156	-0.1292
46	5	30000	36970000	1813	0.0322
46	5	36990000	37610000	32	0694
46	5	37630000	68090000	1335	0.0485
46	5	68110000	80870000	546	0.1976
46	5	80890000	130430000	2462	0.0349
46	5	130450000	134950000	224	0.2485
46	5	134970000	136950000	100	-0.0271
46	5	136970000	140150000	157	0.2861
46	5	140170000	151430000	561	0.0336
46	5	151450000	152590000	58	-0.2801
46	5	152610000	170630000	893	0.0137
46	5	170650000	178410000	360	0.1401
46	5	178430000	178530000	6	-0.9682
46	5	178550000	180710000	108	0.122
46	6	170000	210000	3	-3145
46	6	230000	33250000	1626	0.0926
46	6	33270000	39690000	318	0.2382
46	6	39710000	41030000	67	-0.0185
46	6	41050000	45410000	217	0.2196
46	6	45430000	57290000	589	0.0884
46	6	57310000	63810000	150	-0.1468
46	6	63830000	103650000	1974	0.0455
46	6	103670000	105150000	74	-0.1412
46	6	105170000	115150000	496	0.1667
46	6	115170000	170890000	2755	-0.8426
46	7	50000	1150000	54	0.084
46	7	1170000	6970000	280	0.2354
46	7	6990000	15830000	443	0.0514
46	7	15850000	19710000	194	-0.8236
46	7	19730000	55630000	1774	0.0858
46	7	55650000	66810000	254	0.3727
46	7	66830000	71870000	251	0.0703
46	7	71890000	76050000	142	0.3701
46	7	76070000	76630000	10	-0.8135
46	7	76750000	97450000	1027	0.1103
46	7	97470000	103150000	262	0.3124
46	7	103170000	151890000	2380	0.104
46	7	151910000	152430000	27	0533
46	7	152450000	159110000	319	0.0548
46	8	190000	24010000	1105	-0.3386
46	8	24030000	28490000	224	0.4239
46	8	28510000	31030000	126	-0.1817
46	8	31050000	35230000	209	-0.4284
46	8	35250000	35710000	24	0.266
46	8	35730000	37170000	73	0.7367
46	8	37190000	37910000	37	1.2239
46	8	37930000	39230000	66	-0.124
46	8	39250000	39370000	7	-4.7207
46	8	39390000	42210000	142	-0.3106
46	8	42230000	48470000	110	0.738
46	8	48490000	57650000	453	0.9045
46	8	57670000	62410000	238	0.764
46	8	62430000	65150000	136	1.0547
46	8	65170000	67430000	114	0.7684
46	8	67450000	67750000	16	1.1713
46	8	67770000	68210000	23	1.6285
46	8	68230000	69510000	64	1.1828
46	8	69530000	75790000	313	0.9165
46	8	75810000	95350000	961	1.1269
46	8	95370000	96270000	46	1.4512
46	8	96290000	98530000	112	1.0874
46	8	98550000	104110000	276	1.302
46	8	104130000	118110000	697	1.1867
46	8	118130000	127950000	492	1.1273
46	8	127970000	128430000	23	0.7074
46	8	128450000	140610000	605	1.0967
46	8	140630000	146290000	270	1.2268
46	9	210000	3110000	144	-0.1094
46	9	3130000	23270000	1001	0.0882
46	9	23290000	32930000	480	-0.0264
46	9	32950000	69830000	304	0.2377
46	9	71030000	94830000	1168	0.0869
46	9	94850000	101370000	315	0.2164
46	9	101390000	113170000	587	0.0444
46	9	113190000	117650000	221	0.2147
46	9	117670000	123250000	278	-0.0457
46	9	123270000	141070000	870	0.2068
46	10	110000	250000	8	0.253
46	10	270000	26870000	1302	-0.8504
46	10	26890000	28510000	82	-0149
46	10	28530000	38070000	472	-0.8016
46	10	38090000	46170000	203	0.2191
46	10	46210000	47650000	17	0.6571
46	10	47670000	69570000	984	0.0643
46	10	69590000	70970000	69	0.4048
46	10	70990000	74210000	161	0.1847
46	10	74230000	77090000	140	0.3627
46	10	77110000	79410000	115	-0.009
46	10	79430000	82250000	128	0.1911
46	10	82270000	87850000	280	-0.9516
46	10	87870000	106130000	894	-0.7113
46	10	106150000	111610000	272	-1.0427
46	10	111630000	135350000	1166	-0.8167
46	10	135370000	135430000	4	-1.6218
46	11	210000	16550000	797	-0.8341
46	11	16570000	20490000	196	0.1173
46	11	20510000	30410000	494	-0.9993
46	11	30430000	31430000	51	0.0497
46	11	31450000	32510000	54	0.661
46	11	32530000	33390000	44	0.9315
46	11	33410000	36690000	165	0.6078
46	11	36710000	37850000	58	-1.032
46	11	37870000	38330000	24	0699
46	11	38350000	38870000	26	-0.008
46	11	38890000	45070000	307	-0.9108
46	11	45090000	55090000	255	0.2245
46	11	55110000	55350000	13	-0.6687
46	11	55370000	55450000	5	-3.3952
46	11	55470000	60870000	271	-0.7777
46	11	60890000	61890000	49	1.8436
46	11	61910000	62910000	51	1.1124
46	11	62930000	66790000	194	-0.73
46	11	66810000	68570000	85	193
46	11	68590000	68930000	18	0.763
46	11	68950000	69190000	10	1856
